"area_mean","symmetry_mean","fractal_dimension_mean","radius_se","texture_se","smoothness_se","concavity_se","concave.points_se","symmetry_se","fractal_dimension_se","texture_worst","smoothness_worst","compactness_worst","symmetry_worst","fractal_dimension_worst"
558.1,0.1806,0.06079,0.2136,1.332,0.005442,0.03304,0.01367,0.01315,0.002464,27.2,0.1428,0.257,0.2666,0.07686
731.3,0.1807,0.07083,0.3331,1.961,0.009538,0.06019,0.02041,0.02105,0.006,36.33,0.1732,0.4967,0.3013,0.1067
409,0.192,0.05907,0.3249,0.9591,0.008328,0.01349,0.00867,0.03218,0.002386,22.47,0.1249,0.0872,0.3306,0.07036
557.2,0.1375,0.06016,0.3408,1.924,0.005841,0.007936,0.009128,0.01564,0.002985,41.61,0.1172,0.1421,0.2196,0.07675
412.5,0.1801,0.0652,0.306,1.657,0.00854,0.02945,0.01398,0.01565,0.00384,29.26,0.1688,0.266,0.2806,0.09097
421,0.1671,0.05731,0.3534,0.6724,0.006583,0.005949,0.006296,0.02216,0.002668,19.74,0.09958,0.06476,0.2731,0.06825
461,0.1979,0.06013,0.3534,1.326,0.007514,0.01401,0.0114,0.01503,0.003338,28.36,0.1429,0.2042,0.2668,0.08174
1326,0.1812,0.05667,0.5435,0.7339,0.005225,0.0186,0.0134,0.01389,0.003532,23.41,0.1238,0.1866,0.275,0.08902
587.4,0.211,0.05853,0.2479,0.9195,0.004235,0.01457,0.01043,0.01528,0.001593,21.74,0.1185,0.1724,0.2955,0.06912
582.7,0.1609,0.05871,0.4565,1.29,0.005872,0.02647,0.009921,0.01465,0.002355,35.27,0.1265,0.1943,0.2651,0.07397
1068,0.1832,0.06697,0.7923,1.045,0.007974,0.04435,0.01573,0.01617,0.005255,22.88,0.1412,0.3089,0.251,0.09445
271.2,0.2025,0.06601,0.4302,2.878,0.01474,0.01367,0.008674,0.03044,0.00459,31.24,0.1526,0.1193,0.2872,0.08304
701.9,0.1561,0.05915,0.386,1.198,0.004952,0.02967,0.009423,0.01152,0.001718,28.06,0.1246,0.2101,0.2282,0.06954
689.5,0.1744,0.06493,0.422,1.909,0.00579,0.05303,0.01527,0.03356,0.009368,25.47,0.0997,0.2521,0.2852,0.09218
685.9,0.178,0.0565,0.2713,1.217,0.00508,0.007276,0.009073,0.0135,0.001706,23,0.1216,0.1637,0.2404,0.06428
1306,0.1467,0.05177,0.6874,1.041,0.007959,0.04257,0.01671,0.01341,0.003933,26.17,0.1228,0.2311,0.2238,0.07127
449.9,0.1854,0.05698,0.6061,2.643,0.007517,0.01465,0.01183,0.02047,0.003883,33.33,0.1041,0.09726,0.2404,0.06639
260.9,0.2341,0.06963,0.4098,2.265,0.008738,0.04312,0.0156,0.04192,0.005822,19.23,0.09836,0.1678,0.3282,0.0849
178.8,0.187,0.07285,0.3777,1.462,0.01266,0,0,0.02882,0.006872,30.92,0.1256,0.0834,0.3058,0.09938
673.7,0.1573,0.05703,0.3028,0.6683,0.005756,0.01461,0.008281,0.01551,0.002168,20.54,0.1218,0.155,0.2525,0.06827
1155,0.1978,0.06,0.5243,1.802,0.01061,0.03915,0.01559,0.02186,0.003949,30.53,0.1463,0.2968,0.292,0.07614
1167,0.1823,0.06115,0.5659,1.408,0.005288,0.04256,0.01176,0.01717,0.003211,30.39,0.1514,0.3725,0.3266,0.09009
716.9,0.2128,0.07152,0.2602,1.205,0.004625,0.07359,0.01608,0.02137,0.006142,42.79,0.1417,0.7917,0.4089,0.1409
396.6,0.1954,0.05821,0.2375,1.28,0.008426,0.001487,0.003333,0.02358,0.001627,18.99,0.1259,0.07348,0.2758,0.06386
373.9,0.1776,0.06907,0.1601,0.8225,0.007416,0.02758,0.0101,0.02348,0.002917,19.9,0.1418,0.221,0.3301,0.0908
506.9,0.1705,0.05913,0.1499,0.4875,0.004873,0.03318,0.00836,0.01601,0.002289,19.35,0.1326,0.261,0.3006,0.07802
406.3,0.1883,0.06168,0.2562,1.038,0.006662,0.02105,0.01006,0.01677,0.002784,21.19,0.1389,0.1582,0.2664,0.07809
334.3,0.1482,0.066,0.1485,1.563,0.008875,0.01808,0.009199,0.01791,0.003317,24.54,0.1413,0.1044,0.2213,0.07842
573.2,0.1664,0.05801,0.346,1.336,0.005868,0.02021,0.009064,0.02087,0.002583,29.09,0.1216,0.1517,0.2642,0.06953
551.1,0.1723,0.06317,0.1998,0.6068,0.004413,0.01509,0.007369,0.01354,0.001787,25.16,0.1624,0.3124,0.3518,0.08665
407.4,0.1834,0.05934,0.3927,0.8429,0.00638,0.01245,0.009175,0.02292,0.001461,22.46,0.1183,0.1049,0.274,0.06487
1546,0.1717,0.05054,1.207,1.051,0.005568,0.02096,0.01197,0.01263,0.001803,26.44,0.1363,0.1628,0.251,0.06494
1261,0.1752,0.05533,0.7655,2.463,0.005769,0.0395,0.01678,0.01898,0.002498,38.25,0.1166,0.1922,0.2572,0.06637
838.1,0.1495,0.05593,0.3389,1.439,0.007257,0.01832,0.01033,0.01694,0.002001,25.45,0.1338,0.1679,0.2394,0.06469
432.7,0.1875,0.05715,0.207,1.238,0.007595,0.01412,0.008578,0.01792,0.001784,25.75,0.1369,0.1758,0.3101,0.07007
658.8,0.1739,0.0564,0.4165,0.6237,0.004953,0.03035,0.008648,0.01539,0.002281,17.24,0.1223,0.1928,0.2626,0.07048
290.2,0.1584,0.07065,0.403,1.424,0.01385,0.02722,0.01023,0.03281,0.004638,21.47,0.1467,0.1765,0.2533,0.08468
1006,0.2152,0.06673,0.9806,0.5505,0.00794,0.04658,0.0207,0.02591,0.007054,18.91,0.1478,0.5634,0.3751,0.1108
629.9,0.1704,0.07769,0.3628,1.49,0.005298,0.1435,0.02292,0.02566,0.01298,23.73,0.08949,0.4193,0.2398,0.1082
392,0.181,0.07252,0.3305,1.067,0.01038,0.09472,0.02047,0.01219,0.01233,18.93,0.1102,0.2809,0.2157,0.1043
1102,0.155,0.04996,0.3283,0.828,0.007571,0.02623,0.01463,0.0193,0.001676,24.3,0.1243,0.116,0.2567,0.05737
659.7,0.1473,0.05746,0.2535,1.354,0.004147,0.03379,0.008848,0.01394,0.002327,28.39,0.1089,0.2649,0.2471,0.07463
1686,0.1801,0.05553,0.6642,0.8561,0.00491,0.02822,0.01623,0.01956,0.00374,28.22,0.1228,0.3583,0.3589,0.09187
684.5,0.1586,0.05922,0.4727,1.24,0.005718,0.01998,0.01109,0.0141,0.002085,30.88,0.1464,0.1871,0.3029,0.08216
234.3,0.1985,0.07098,0.5169,2.079,0.01582,0,0,0.01865,0.006736,22.8,0.146,0.131,0.2445,0.08865
404.9,0.1779,0.06574,0.2034,1.166,0.004957,0.04156,0.008038,0.01843,0.003614,21.9,0.1352,0.201,0.2941,0.0918
687.3,0.1879,0.05852,0.2877,0.948,0.005332,0.01536,0.01187,0.01522,0.002815,26.19,0.1313,0.303,0.2962,0.08472
1169,0.1776,0.05647,0.5959,0.6342,0.004649,0.02749,0.01267,0.01365,0.00255,24.57,0.1497,0.3161,0.3379,0.0895
520,0.1967,0.06811,0.1852,0.7477,0.004097,0.01698,0.00649,0.01678,0.002425,20.49,0.1312,0.2776,0.3184,0.08183
656.9,0.2027,0.06758,0.4226,1.15,0.003659,0.02572,0.01272,0.01817,0.004108,30.7,0.1368,0.429,0.3698,0.1094
602.4,0.1908,0.0613,0.425,0.8098,0.006351,0.03119,0.01342,0.02062,0.002695,22.07,0.1512,0.3262,0.3068,0.07957
980.5,0.1696,0.07369,0.9289,1.465,0.006766,0.06591,0.02311,0.01673,0.0113,28.87,0.1207,0.4785,0.2301,0.1224
361.6,0.2196,0.0795,0.2114,1.027,0.007405,0.04588,0.01339,0.01738,0.004435,32.82,0.2184,0.9379,0.4154,0.1403
499,0.1905,0.0659,0.4255,1.178,0.007781,0.02973,0.0129,0.01635,0.003601,33.47,0.1851,0.4061,0.3383,0.1031
1682,0.1505,0.05484,1.291,0.7452,0.005753,0.03976,0.02156,0.02201,0.002897,23.87,0.1199,0.3625,0.2908,0.07277
578.3,0.2069,0.07682,0.2121,1.169,0.006429,0.05501,0.01628,0.01961,0.008093,32.01,0.1651,0.7725,0.3596,0.1431
1761,0.2655,0.06877,1.509,3.12,0.02333,0.1278,0.01822,0.04547,0.009875,23.99,0.1696,0.4244,0.3222,0.08009
782.6,0.2096,0.07331,0.552,1.072,0.008699,0.0595,0.0139,0.01495,0.005984,30.5,0.1855,0.4925,0.3274,0.1252
713.3,0.2398,0.07596,0.6592,1.059,0.01015,0.04983,0.02127,0.01884,0.00866,22.66,0.1765,0.4503,0.3258,0.1191
648.2,0.2075,0.05636,0.4204,2.22,0.009369,0.05371,0.01761,0.02418,0.003249,29.25,0.1306,0.1976,0.302,0.06846
1123,0.2397,0.078,0.9555,3.568,0.003139,0.0889,0.0409,0.04484,0.01284,29.94,0.1037,0.3903,0.3176,0.1023
668.6,0.184,0.0568,0.3031,1.385,0.004775,0.01947,0.01269,0.0187,0.002626,32.29,0.106,0.1376,0.2722,0.06956
651,0.1714,0.07192,0.8811,1.77,0.007762,0.0996,0.02771,0.04077,0.02286,22.13,0.09983,0.2472,0.2272,0.08799
596.6,0.1607,0.05474,0.2541,0.6218,0.003728,0.01988,0.007016,0.01647,0.00197,19.97,0.08484,0.1233,0.2542,0.06623
536.9,0.1562,0.0602,0.3152,0.7884,0.007295,0.04615,0.01254,0.01561,0.00323,25.46,0.1351,0.3549,0.2563,0.08174
948,0.1308,0.05866,0.5296,1.667,0.03113,0.1438,0.03927,0.02175,0.01256,28.07,0.1243,0.1793,0.1603,0.06818
930.9,0.1793,0.06281,0.9291,1.152,0.00874,0.02721,0.01458,0.02045,0.004417,34.49,0.16,0.2444,0.301,0.0906
1007,0.2116,0.06077,0.7548,1.288,0.007997,0.03737,0.01648,0.02897,0.003996,26.06,0.1309,0.2327,0.3251,0.07625
485.8,0.1533,0.06184,0.3602,1.478,0.009853,0.06271,0.01966,0.02639,0.004205,22.43,0.1096,0.2002,0.2121,0.07188
426.7,0.2459,0.06581,0.361,1.05,0.0058,0.007816,0.01052,0.02734,0.003114,17.72,0.1293,0.1885,0.3124,0.0759
224.5,0.1683,0.07187,0.1559,0.5796,0.01011,0.01981,0.005742,0.0209,0.002788,15.4,0.1733,0.1239,0.322,0.09026
438.6,0.1688,0.06194,0.3118,0.9227,0.007803,0.01835,0.007711,0.01278,0.003856,26.15,0.15,0.2399,0.2438,0.08541
758.6,0.1547,0.05443,0.2298,0.9988,0.002826,0.01311,0.005174,0.01013,0.001345,31.67,0.1084,0.1807,0.2683,0.06829
530.2,0.1925,0.07692,0.3908,0.9238,0.007162,0.05473,0.01388,0.01547,0.007098,22.4,0.1862,0.4099,0.3147,0.1405
366.5,0.1954,0.07976,0.1779,1.03,0.01262,0.018,0.01285,0.0222,0.008313,20.74,0.1662,0.2031,0.278,0.1168
334.2,0.1695,0.06556,0.2868,1.143,0.01017,0.01861,0.0125,0.03464,0.001971,24.22,0.1143,0.08614,0.2227,0.06777
606.5,0.1589,0.05586,0.2142,0.6549,0.004837,0.009213,0.01076,0.01171,0.002104,19.31,0.1034,0.1017,0.2136,0.0671
381.1,0.1511,0.06148,0.1415,0.9671,0.005883,0.009398,0.006189,0.02009,0.002377,20.29,0.103,0.06219,0.2383,0.07083
918.6,0.1727,0.06071,0.8161,2.129,0.006455,0.04502,0.01744,0.01829,0.003733,33.15,0.1449,0.2053,0.2623,0.07599
384.6,0.169,0.06083,0.4222,0.8092,0.005541,0.04505,0.01471,0.03102,0.004831,15.82,0.08864,0.1256,0.2576,0.07018
991.7,0.1992,0.06069,0.4537,0.8733,0.007231,0.02509,0.0148,0.01414,0.003336,25.41,0.1482,0.3735,0.306,0.08503
1148,0.1767,0.05529,0.4357,1.073,0.005524,0.02706,0.01221,0.01415,0.003397,32.06,0.1322,0.5601,0.3193,0.09221
1138,0.1946,0.05044,0.6896,1.342,0.004428,0.0404,0.01361,0.0203,0.002686,25.73,0.1021,0.2264,0.2841,0.06541
313.1,0.191,0.06908,0.2467,1.217,0.007899,0.008534,0.007624,0.02637,0.003761,22.84,0.1406,0.144,0.3055,0.08797
992.1,0.122,0.05243,0.4834,1.046,0.004369,0.01153,0.007437,0.01302,0.001309,18.42,0.09862,0.09976,0.1783,0.05871
495,0.1583,0.06275,0.2253,0.6457,0.006131,0.009075,0.008231,0.01713,0.004414,16.92,0.1314,0.1607,0.2775,0.09464
1191,0.1663,0.05391,0.4674,1.375,0.0119,0.04907,0.01499,0.01641,0.001807,30.96,0.1528,0.1845,0.2293,0.06091
344.9,0.1668,0.06862,0.3198,1.489,0.008902,0.07339,0.01745,0.02728,0.00761,25.21,0.1335,0.255,0.2605,0.08701
904.6,0.1995,0.0633,0.8068,0.9017,0.006048,0.02741,0.0113,0.01468,0.002801,31.56,0.1805,0.3578,0.3613,0.09564
394.1,0.2595,0.06233,0.4866,1.905,0.01574,0.08099,0.03487,0.03418,0.006517,22.33,0.1028,0.1843,0.2955,0.07009
1290,0.1765,0.05024,0.8601,1.48,0.008124,0.05489,0.02765,0.03176,0.002365,27.84,0.1178,0.292,0.2909,0.05865
1264,0.2095,0.05649,0.7576,1.509,0.006016,0.04232,0.01269,0.02657,0.004411,31.59,0.119,0.3539,0.3689,0.08368
798.8,0.2164,0.07356,0.5692,1.073,0.007026,0.03188,0.01297,0.01689,0.004142,31.48,0.1789,0.4233,0.3706,0.1142
744.9,0.2091,0.0665,0.2419,1.278,0.005345,0.02889,0.01022,0.009947,0.003359,49.54,0.1883,0.5564,0.3512,0.1204
514.3,0.1652,0.07238,0.1814,0.6412,0.005231,0.03113,0.007315,0.01639,0.005701,16.91,0.1142,0.1975,0.2432,0.1009
298.3,0.1945,0.06322,0.1803,1.222,0.009058,0.03029,0.01112,0.01609,0.00357,26.83,0.1559,0.2302,0.2622,0.0849
553.5,0.1422,0.05823,0.1639,1.14,0.005919,0.04957,0.01038,0.01208,0.004076,22.75,0.1025,0.2531,0.2048,0.07628
572.6,0.1761,0.0613,0.231,1.005,0.004088,0.01796,0.00688,0.01323,0.001465,35.64,0.1471,0.2884,0.347,0.079
571,0.1714,0.06843,0.3191,1.249,0.006739,0.02086,0.01352,0.0187,0.003747,25.63,0.1425,0.2566,0.2849,0.09031
561,0.1809,0.05718,0.2338,1.353,0.004455,0.02095,0.01184,0.01641,0.001956,31.82,0.1162,0.1711,0.2871,0.06917
310.8,0.189,0.06331,0.2619,2.015,0.007803,0.0169,0.008043,0.021,0.002778,26.84,0.1402,0.1402,0.2894,0.07664
797.8,0.1528,0.05697,0.3795,1.187,0.004029,0.01101,0.007591,0.0146,0.003042,33.88,0.1181,0.1551,0.2948,0.08452
321.4,0.1593,0.06127,0.2199,2.239,0.01205,0.04804,0.01721,0.01843,0.004938,34.91,0.1384,0.171,0.2226,0.08283
595.9,0.2275,0.07237,0.4751,1.528,0.00968,0.03476,0.01616,0.02434,0.006995,32.94,0.1794,0.3966,0.3651,0.1183
321.6,0.18,0.06569,0.1911,0.5477,0.005682,0.008496,0.006929,0.01938,0.002371,15.65,0.1343,0.165,0.2937,0.07722
592.6,0.1555,0.05673,0.3419,1.678,0.005836,0.005812,0.007039,0.02014,0.002326,28.01,0.1118,0.1141,0.2513,0.06911
371.5,0.1489,0.0664,0.2574,1.376,0.008565,0.0643,0.01768,0.01516,0.004976,26.87,0.1391,0.4082,0.254,0.09532
1247,0.2249,0.07469,1.072,1.743,0.007964,0.07649,0.01936,0.02736,0.005928,29.43,0.1347,0.3391,0.3294,0.09469
1027,0.1807,0.05664,0.4041,0.5503,0.004821,0.02408,0.01143,0.01275,0.002451,25,0.1434,0.2763,0.2812,0.08198
420.5,0.1853,0.06401,0.3713,1.154,0.008998,0.01851,0.01167,0.02152,0.003213,21.59,0.1526,0.1477,0.2804,0.08024
317.5,0.1703,0.06048,0.4245,1.268,0.01439,0.001597,0.002404,0.02538,0.00347,21.18,0.1521,0.1019,0.2933,0.07697
1319,0.1448,0.05592,0.524,1.189,0.00502,0.03457,0.01091,0.01298,0.002887,37.38,0.1223,0.2761,0.2437,0.08328
293.2,0.1387,0.06891,0.2498,1.216,0.008732,0.01062,0.006801,0.01824,0.003494,22.99,0.1419,0.2243,0.2502,0.09209
813,0.1861,0.06248,0.7049,1.332,0.00677,0.03067,0.01167,0.01875,0.003434,25.27,0.1314,0.2236,0.2792,0.08158
541.8,0.1617,0.05594,0.1833,0.5308,0.004271,0.02828,0.008468,0.01461,0.002613,17.37,0.1166,0.2685,0.2736,0.0732
623.9,0.1342,0.06129,0.3354,2.324,0.006307,0.0385,0.01011,0.01185,0.003589,40.54,0.1081,0.2426,0.189,0.07796
880.2,0.1844,0.05268,0.4789,2.06,0.003443,0.03056,0.0111,0.0152,0.001519,28.07,0.08774,0.171,0.2527,0.05972
920.6,0.1809,0.05966,0.5366,0.8561,0.00486,0.02602,0.01374,0.01226,0.002759,44.87,0.1365,0.3735,0.2853,0.08496
674.5,0.2001,0.06467,0.4309,1.068,0.009006,0.03204,0.02258,0.02353,0.004984,18.33,0.1386,0.2883,0.259,0.07779
272.5,0.2057,0.09575,0.2744,1.39,0.02177,0.05189,0.0145,0.02632,0.01148,18.04,0.2006,0.3663,0.2848,0.1364
1152,0.1917,0.05961,0.7275,1.193,0.006458,0.02945,0.01538,0.01852,0.002608,28.14,0.1624,0.3511,0.3537,0.08294
264,0.1692,0.06576,0.3013,1.879,0.01094,0.03996,0.01282,0.03759,0.004623,25.05,0.1103,0.08298,0.2435,0.07393
372.7,0.1566,0.06669,0.2073,1.805,0.01496,0.01453,0.01583,0.03082,0.004785,16.82,0.1216,0.0824,0.1902,0.07313
320.8,0.1669,0.06714,0.1144,1.023,0.01027,0.02613,0.01097,0.02277,0.00589,22.04,0.1461,0.2246,0.2691,0.09479
508.8,0.1466,0.06133,0.2889,0.9899,0.008534,0.00618,0.007408,0.01065,0.003351,16.15,0.1162,0.05445,0.1783,0.07319
427.3,0.2101,0.06113,0.5619,1.268,0.008034,0.01514,0.01846,0.02921,0.002005,18.26,0.1036,0.085,0.3101,0.06688
1509,0.2556,0.07039,1.215,1.545,0.006515,0.104,0.0248,0.03112,0.005037,28.01,0.1701,0.6997,0.4055,0.09789
399.8,0.1601,0.05913,0.1916,1.555,0.005391,0.01163,0.005872,0.01341,0.001659,36.32,0.1453,0.1622,0.2973,0.07745
371.1,0.1895,0.0687,0.2366,1.428,0.008064,0.02595,0.01037,0.01357,0.00304,35.34,0.1909,0.2698,0.2964,0.09606
395.7,0.1869,0.05628,0.121,0.8927,0.003653,0.01633,0.003125,0.01537,0.002052,33.75,0.09203,0.1432,0.2849,0.07087
476.5,0.1546,0.05754,0.1153,0.6745,0.003265,0.006493,0.003762,0.0172,0.00136,20.37,0.1037,0.07776,0.2901,0.06783
1132,0.1634,0.07224,0.519,2.91,0.007545,0.02134,0.01843,0.03056,0.01039,32.72,0.1392,0.2817,0.2311,0.09203
340.9,0.2372,0.05768,0.1818,2.542,0.01072,0.01993,0.01111,0.01717,0.004492,23.31,0.09794,0.06542,0.2699,0.06736
355.3,0.1399,0.05688,0.2525,1.239,0.006547,0.02018,0.005612,0.01671,0.00236,20.72,0.1076,0.1223,0.23,0.06769
666,0.1409,0.05355,0.2204,1.006,0.003535,0.018,0.006144,0.01254,0.001219,25.44,0.1142,0.207,0.2455,0.06596
610.7,0.2235,0.06433,0.4207,1.845,0.01088,0.03688,0.01627,0.04499,0.004768,34.85,0.1559,0.4059,0.4724,0.1026
904.3,0.2026,0.05223,0.5858,0.8554,0.005038,0.01946,0.01123,0.02294,0.002581,25.05,0.1111,0.1486,0.3275,0.06469
568.9,0.136,0.06344,0.2102,0.4336,0.004133,0.01652,0.006659,0.01371,0.002735,16.35,0.1311,0.2474,0.238,0.08718
1250,0.1724,0.06053,0.4331,1.001,0.009087,0.05546,0.0191,0.02451,0.004005,25.07,0.1665,0.2942,0.3032,0.08075
446.2,0.1937,0.06161,0.2841,1.652,0.008146,0.01843,0.007513,0.02015,0.001798,25.8,0.1432,0.1773,0.3049,0.07081
289.9,0.2081,0.06312,0.2684,1.409,0.0138,0.008347,0.009472,0.01798,0.004261,20.88,0.1467,0.0937,0.2841,0.08175
682.5,0.2157,0.06768,0.4266,0.9489,0.006985,0.03011,0.01271,0.01602,0.003884,27.37,0.1878,0.448,0.3585,0.1065
1878,0.1829,0.06782,0.8973,1.474,0.008166,0.0573,0.0203,0.01065,0.005893,33.62,0.1573,0.6076,0.2355,0.1051
710.6,0.1727,0.06317,0.2054,0.4956,0.00329,0.01774,0.006009,0.01172,0.002575,28.03,0.1301,0.3299,0.3175,0.09772
446,0.1382,0.0607,0.2335,0.9097,0.004729,0.001184,0.003951,0.01466,0.001755,22.25,0.1013,0.0739,0.2171,0.07037
642.7,0.195,0.06466,0.2092,0.6509,0.004044,0.02,0.007303,0.01522,0.001976,30.12,0.1552,0.4056,0.4753,0.1013
674.8,0.1893,0.05886,0.2204,0.6221,0.004796,0.01758,0.006897,0.02254,0.001971,22.74,0.1226,0.1881,0.36,0.07285
398,0.1645,0.06562,0.2843,1.908,0.006664,0.01158,0.00952,0.02282,0.003526,26.76,0.1413,0.1792,0.2584,0.08096
662.7,0.1685,0.05866,0.3721,1.111,0.004868,0.01121,0.008606,0.02085,0.002893,29.11,0.1115,0.1766,0.2522,0.07246
773.5,0.2495,0.08104,1.292,2.454,0.01236,0.08232,0.03024,0.02337,0.006042,31.64,0.1504,0.5172,0.3277,0.1019
575.5,0.1631,0.06155,0.2047,0.4801,0.003828,0.007078,0.005077,0.01054,0.001697,20.2,0.1264,0.1564,0.2806,0.07782
360.5,0.1661,0.05948,0.3163,1.304,0.009579,0,0,0.03004,0.002228,24.77,0.1001,0.07348,0.2458,0.06592
899.3,0.2248,0.06382,0.6009,1.398,0.008268,0.05042,0.01112,0.02102,0.003854,32.09,0.1634,0.3559,0.353,0.08482
401.5,0.1842,0.07005,0.3251,2.174,0.01037,0.02586,0.007506,0.01816,0.003976,32.16,0.1557,0.1676,0.2762,0.08851
295.4,0.1934,0.06285,0.2137,1.342,0.009719,0.007975,0.007527,0.0221,0.002472,23.22,0.1415,0.1247,0.2989,0.0738
321.2,0.1964,0.06315,0.3567,1.922,0.00468,0.05774,0.01071,0.0256,0.004613,24.47,0.09527,0.1397,0.2868,0.07809
311.7,0.1791,0.06331,0.2441,2.09,0.01291,0.004174,0.007082,0.02572,0.002278,22.88,0.1265,0.12,0.2262,0.06742
462,0.1646,0.06154,0.2666,0.8309,0.004405,0.04344,0.01087,0.01921,0.004622,19.29,0.1026,0.2431,0.2677,0.08824
384.8,0.1771,0.06072,0.3384,1.343,0.01127,0.02187,0.01965,0.0158,0.003442,15.77,0.1367,0.1822,0.2102,0.06784
311.9,0.2743,0.0696,0.5158,1.441,0.007514,0.007665,0.008193,0.04183,0.005953,17.45,0.1275,0.09866,0.3557,0.0802
437.6,0.1868,0.0611,0.2273,0.6329,0.00721,0.01311,0.008,0.01996,0.002635,21.33,0.1144,0.08906,0.2785,0.07408
803.1,0.2085,0.06864,1.37,1.213,0.008198,0.04493,0.02139,0.02018,0.005815,27.65,0.1517,0.4002,0.3003,0.1048
409.7,0.2031,0.06267,0.2864,1.44,0.007278,0.04447,0.008799,0.01868,0.003339,26.98,0.1249,0.1937,0.3035,0.08284
491.9,0.1528,0.05185,0.3511,0.9527,0.005783,0.0007929,0.003617,0.02043,0.001058,20.98,0.09293,0.04327,0.2233,0.05521
656.1,0.2086,0.07406,0.5462,1.511,0.009976,0.05278,0.0158,0.02653,0.005444,18.34,0.1312,0.3635,0.2827,0.09208
245.2,0.1305,0.07163,0.3132,0.9789,0.01835,0.09263,0.02308,0.02384,0.005601,17.07,0.1179,0.1879,0.1652,0.07722
506.3,0.1718,0.05997,0.2655,1.095,0.005293,0.02071,0.008179,0.01748,0.002848,24.82,0.1289,0.2141,0.2779,0.07918
1841,0.1991,0.06739,0.9915,0.9004,0.004989,0.03571,0.01597,0.01879,0.00476,26.93,0.1342,0.4188,0.3157,0.09671
458.4,0.1695,0.05916,0.2527,0.7786,0.005833,0.02,0.007087,0.01938,0.00196,24.04,0.1368,0.217,0.3218,0.0747
556.7,0.2116,0.07325,0.3906,0.9306,0.005414,0.03452,0.01334,0.01705,0.004005,29.66,0.1574,0.3856,0.3585,0.1109
577.9,0.2196,0.07451,0.5835,1.377,0.008805,0.02488,0.01448,0.01486,0.005412,28.14,0.1654,0.3682,0.3196,0.1151
1145,0.1893,0.05892,0.4709,0.9951,0.005654,0.03059,0.01499,0.01623,0.001965,28.65,0.1518,0.3749,0.359,0.07787
1364,0.2205,0.05898,1.004,0.8208,0.005283,0.09518,0.01864,0.02401,0.005002,27,0.1211,0.3172,0.3126,0.07849
603.4,0.1517,0.05835,0.2589,1.503,0.007389,0.007302,0.01004,0.01263,0.002925,30.28,0.1287,0.1513,0.2226,0.07617
466.7,0.1602,0.06066,0.1199,0.8944,0.003457,0.01167,0.005558,0.01251,0.001356,27.49,0.1184,0.1963,0.2983,0.07185
537.3,0.1454,0.05549,0.2023,0.685,0.005969,0.01564,0.008463,0.01093,0.001672,23.89,0.1282,0.1965,0.2235,0.06925
1024,0.177,0.0534,0.6362,1.305,0.00553,0.0611,0.01444,0.0214,0.005036,24.7,0.08822,0.1963,0.2369,0.06558
545.2,0.1974,0.06782,0.3704,0.8249,0.005072,0.02185,0.00956,0.01719,0.003317,28,0.153,0.3724,0.3739,0.1027
244,0.1902,0.0898,0.5262,0.8522,0.01721,0.05671,0.01766,0.02541,0.02193,15.67,0.1207,0.2436,0.2254,0.1084
781,0.1842,0.06082,0.5058,0.9849,0.005771,0.02791,0.01282,0.02008,0.004144,27.28,0.1396,0.5609,0.3792,0.1048
1092,0.1953,0.06083,0.6422,1.53,0.007548,0.03914,0.01816,0.02168,0.004445,34.37,0.1498,0.4827,0.3679,0.0987
982,0.2129,0.05025,0.5506,1.214,0.004024,0.02291,0.009863,0.05014,0.001902,27.83,0.1072,0.1202,0.4882,0.06111
496.6,0.1759,0.06183,0.2213,1.285,0.005608,0.01529,0.009997,0.01909,0.002133,25.99,0.1298,0.1839,0.2744,0.07238
609.9,0.2384,0.07542,0.286,2.11,0.00797,0.1166,0.01666,0.05113,0.01172,37.18,0.1533,0.9327,0.5166,0.1446
349.6,0.1928,0.05975,0.3309,1.925,0.008713,0,0,0.03265,0.001002,19.2,0.1076,0.06791,0.271,0.06164
465.4,0.1701,0.0596,0.4455,3.647,0.007339,0,0,0.03141,0.003136,38.05,0.09422,0.05213,0.2409,0.06743
807.2,0.1998,0.06515,0.334,0.6857,0.004185,0.02664,0.009067,0.01703,0.003817,27.26,0.1446,0.5804,0.427,0.1233
593.7,0.1424,0.05883,0.2543,1.363,0.005638,0.005254,0.006042,0.01544,0.002087,25.58,0.1153,0.1008,0.2362,0.07113
766.6,0.1618,0.05549,0.3699,1.15,0.004626,0.01954,0.009767,0.01547,0.00243,32.82,0.1414,0.3547,0.3437,0.08631
800,0.1735,0.05875,0.2387,0.6372,0.003958,0.01831,0.008747,0.015,0.001621,19.58,0.1206,0.1722,0.2778,0.07012
477.4,0.1943,0.06937,0.4053,1.809,0.009098,0.03763,0.01321,0.01878,0.005672,39.34,0.1785,0.4706,0.3215,0.1205
1299,0.2166,0.05419,0.8336,1.736,0.004938,0.04093,0.01699,0.02816,0.002719,27.15,0.1097,0.2534,0.322,0.06386
555.1,0.1638,0.0571,0.295,1.373,0.005884,0.01872,0.009366,0.01884,0.001817,25.94,0.1339,0.1751,0.2678,0.06603
279.6,0.1551,0.06403,0.2152,0.8301,0.01164,0.01186,0.009623,0.02383,0.00354,19.16,0.1504,0.09515,0.2757,0.08178
602.9,0.1579,0.05594,0.3316,0.9264,0.003704,0.0153,0.006275,0.01062,0.002217,26.42,0.1064,0.1415,0.2356,0.07603
